external_id	msigdbr_id	db	gs_name	gs_description
GO:1905522	M25364	GO	GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION	Any process that stops, prevents or reduces the frequency, rate or extent of macrophage migration. [GO_REF:0000058, GOC:TermGenie, PMID:25749876]
GO:0043409	M11738	GO	GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the MAPKKK cascade. [GOC:go_curators]
GO:0043407	M10128	GO	GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	Any process that stops, prevents, or reduces the frequency, rate or extent of MAP kinase activity. [GOC:dph, GOC:go_curators]
GO:0033004	M14006	GO	GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	Any process that stops, prevents, or reduces the frequency, rate, or extent of mast cell activation. [GOC:mah]
GO:0043305	M23592	GO	GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	Any process that stops, prevents, or reduces the rate of mast cell degranulation. [ISBN:0781735149]
GO:1904465	M29368	GO	GOBP_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	Any process that stops, prevents or reduces the frequency, rate or extent of matrix metallopeptidase secretion. [GO_REF:0000058, GOC:TermGenie, PMID:8679543]
GO:0045653	M14703	GO	GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of megakaryocyte differentiation. [GOC:go_curators]
GO:0051447	M12554	GO	GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	Any process that stops, prevents or reduces the rate or extent of progression through the meiotic cell cycle. [GOC:ai, GOC:dph, GOC:tb]
GO:1901994	M46902	GO	GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	Any process that stops, prevents or reduces the frequency, rate or extent of meiotic cell cycle phase transition. [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]
GO:1905133	M48566	GO	GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CHROMOSOME_SEPARATION	Any process that stops, prevents or reduces the frequency, rate or extent of meiotic chromosome separation. [GO_REF:0000058, GOC:TermGenie, GOC:vw, PMID:15620645]
GO:0045835	M11402	GO	GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	Any process that stops, prevents, or reduces the frequency, rate or extent of meiosis. [GOC:go_curators]
GO:1904180	M25234	GO	GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	Any process that stops, prevents or reduces the frequency, rate or extent of membrane depolarization. [GO_REF:0000058, GOC:TermGenie, PMID:20826763]
GO:1905709	M25374	GO	GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	Any process that stops, prevents or reduces the frequency, rate or extent of the passage or uptake of molecules by a membrane. [PMID:27482894]
GO:0045837	M23749	GO	GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL	Any process that stops, prevents, or reduces the frequency, rate or extent of establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane. [GOC:go_curators]
GO:0051045	M23941	GO	GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	Any process that stops, prevents, or reduces the frequency, rate or extent of membrane protein ectodomain proteolysis. [GOC:ai]
GO:2001054	M25553	GO	GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	Any process that stops, prevents or reduces the frequency, rate or extent of mesenchymal cell apoptotic process. [GOC:mtg_apoptosis, GOC:obol]
GO:0072201	M24561	GO	GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	Any process that decreases the frequency, rate or extent of mesenchymal cell proliferation. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets. [GOC:mtg_kidney_jan10]
GO:1904684	M25271	GO	GOBP_NEGATIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	Any process that stops, prevents or reduces the frequency, rate or extent of metalloendopeptidase activity. [GO_REF:0000059, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:18591254]
GO:1905049	M25317	GO	GOBP_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	Any process that stops, prevents or reduces the frequency, rate or extent of metallopeptidase activity. [GO_REF:0000059, GOC:TermGenie, PMID:26473732]
GO:0045347	M23705	GO	GOBP_NEGATIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of MHC class II. [GOC:go_curators]
GO:1903979	M25224	GO	GOBP_NEGATIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	Any process that stops, prevents or reduces the frequency, rate or extent of microglial cell activation. [GO_REF:0000058, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:19100238]
GO:0031115	M23005	GO	GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule polymerization. [GOC:mah]
GO:0031111	M23003	GO	GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule polymerization or depolymerization. [GOC:mah]
GO:2000629	M45290	GO	GOBP_NEGATIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	Any process that stops, prevents or reduces the frequency, rate or extent of miRNA metabolic process. [GOC:dph]
GO:0010637	M22650	GO	GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_FUSION	Any process that decreases the frequency, rate or extent of merging of two or more mitochondria within a cell to form a single compartment. [GOC:dph, GOC:tb]
GO:1901029	M24979	GO	GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	Any process that stops, prevents or reduces the frequency, rate or extent of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway. [GOC:BHF, GOC:mtg_apoptosis, GOC:TermGenie]
GO:0045930	M13508	GO	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]
GO:1901991	M43010	GO	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition. [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]
GO:0044092	M13509	GO	GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding. [GO:jl]
GO:0034766	M42762	GO	GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other. [GOC:mah]
GO:0043271	M15775	GO	GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:jl]
GO:0090027	M24649	GO	GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	Any process that decreases the frequency, rate, or extent of monocyte chemotaxis. [GOC:dph, GOC:tb]
GO:0045656	M23733	GO	GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of monocyte differentiation. [GOC:go_curators]
GO:0071676	M24505	GO	GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	Any process that decreases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body. [GOC:mah]
GO:0032769	M14880	GO	GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	Any process that stops or reduces the activity of a monooxygenase. [GOC:mah]
GO:1905331	M25345	GO	GOBP_NEGATIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	Any process that stops, prevents or reduces the frequency, rate or extent of morphogenesis of an epithelium. [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]
GO:2000672	M45291	GO	GOBP_NEGATIVE_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS	Any process that stops, prevents or reduces the frequency, rate or extent of motor neuron apoptotic process. [GOC:mtg_apoptosis, GOC:obol]
GO:1903312	M29344	GO	GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	Any process that stops, prevents or reduces the frequency, rate or extent of mRNA metabolic process. [GO_REF:0000058, GOC:TermGenie, GOC:vw]
GO:0050686	M23904	GO	GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	Any process that stops, prevents, or reduces the frequency, rate or extent of mRNA processing. [GOC:ai]
GO:0051241	M1241	GO	GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs. [GOC:ai]
GO:0040015	M13946	GO	GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	Any process that stops, prevents, or reduces the frequency, rate or extent of growth of an organism to reach its usual body size. [GOC:dph, GOC:ems, GOC:tb]
GO:0014745	M22741	GO	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ADAPTATION	Any process that stops, prevents, or reduces the frequency, rate, or extent of muscle adaptation. [GOC:mtg_muscle]
GO:0010656	M12233	GO	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	Any process that decreases the rate or frequency of muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a muscle cell and result in its death. [GOC:dph, GOC:mtg_apoptosis, GOC:tb]
GO:0051148	M10671	GO	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of muscle cell differentiation. [CL:0000187, GOC:ai]
GO:0045932	M10753	GO	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	Any process that stops, prevents, or reduces the frequency, rate or extent of muscle contraction. [GOC:go_curators]
GO:0014741	M15459	GO	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	Any process that stops, prevents, or reduces the frequency, rate, or extent of muscle hypertrophy. [GOC:mtg_muscle]
GO:0048635	M40457	GO	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	Any process that stops, prevents, or reduces the frequency, rate or extent of muscle development. [GOC:go_curators]
GO:1901862	M15202	GO	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	Any process that stops, prevents or reduces the frequency, rate or extent of muscle tissue development. [GOC:TermGenie, GOC:yaf, PMID:23150719]
GO:0031642	M23032	GO	GOBP_NEGATIVE_REGULATION_OF_MYELINATION	Any process that stops, prevents, or reduces the frequency, rate or extent of the formation of a myelin sheath around nerve axons. [GOC:mah]
GO:0033033	M15111	GO	GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	Any process that stops, prevents, or reduces the frequency, rate, or extent of a myeloid cell apoptotic process. [GOC:add, GOC:mtg_apoptosis]
GO:0045638	M14891	GO	GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation. [GOC:go_curators]
GO:0002762	M13329	GO	GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte differentiation. [GOC:add]
GO:0002887	M22297	GO	GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte mediated immunity. [GOC:add]
GO:0045662	M13403	GO	GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of myoblast differentiation. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers. [CL:0000056, GOC:go_curators, GOC:mtg_muscle]
GO:2000818	M25534	GO	GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_PROLIFERATION	Any process that stops, prevents or reduces the frequency, rate or extent of myoblast proliferation. [GOC:obol]
GO:1904761	M46917	GO	GOBP_NEGATIVE_REGULATION_OF_MYOFIBROBLAST_DIFFERENTIATION	Any process that stops, prevents or reduces the frequency, rate or extent of myofibroblast differentiation. [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20533548]
GO:0010832	M11295	GO	GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	Any process that decreases the frequency, rate or extent of myotube differentiation. Myotube differentiation is the process in which a relatively unspecialized cell acquires specialized features of a myotube cell. Myotubes are multinucleated cells that are formed when proliferating myoblasts exit the cell cycle, differentiate and fuse. [GOC:dph, GOC:tb]
GO:0032815	M23147	GO	GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	Any process that stops, prevents, or reduces the frequency, rate or extent of natural killer cell activation. [GOC:mah]
GO:0002716	M11357	GO	GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	Any process that stops, prevents, or reduces the frequency, rate, or extent of natural killer cell mediated immunity. [GOC:add]
GO:0051961	M11740	GO	GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	Any process that stops, prevents, or reduces the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue. [GOC:ai]
GO:0031645	M11186	GO	GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of a neurophysiological process. [GOC:dph, GOC:mah, GOC:tb]
GO:2000178	M15242	GO	GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	Any process that stops, prevents, or reduces the frequency, rate or extent of neural precursor cell proliferation. [GOC:dph, GOC:yaf]
GO:0007406	M22533	GO	GOBP_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	Any process that stops, prevents, or reduces the frequency, rate or extent of the proliferation of neuroblasts. [GOC:ai]
GO:0150079	M24930	GO	GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	Any process that stops, prevents or reduces the frequency, rate or extent of neuroinflammatory response. [GOC:aruk, GOC:bc, PMID:11099416, PMID:18164423]
GO:0043524	M10229	GO	GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons. [GOC:go_curators, GOC:mtg_apoptosis]
GO:0045665	M10363	GO	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of neuron differentiation. [GOC:go_curators]
GO:2001223	M25572	GO	GOBP_NEGATIVE_REGULATION_OF_NEURON_MIGRATION	Any process that stops, prevents or reduces the frequency, rate or extent of neuron migration. [GOC:obol]
GO:0010977	M22713	GO	GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites). [GOC:dph, GOC:tb]
GO:0070571	M24398	GO	GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION	Any process that stops, prevents, or reduces the frequency, rate or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage. [GOC:mah]
GO:0046929	M12855	GO	GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of a neurotransmitter. [GOC:ai]
GO:0051589	M12238	GO	GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
GO:1902623	M34299	GO	GOBP_NEGATIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	Any process that stops, prevents or reduces the frequency, rate or extent of neutrophil migration. [GO_REF:0000058, GOC:TermGenie, PMID:1826836]
GO:1904406	M29365	GO	GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	Any process that stops, prevents or reduces the frequency, rate or extent of nitric oxide metabolic process. [GO_REF:0000058, GOC:TermGenie, PMID:11991626]
GO:1900108	M40539	GO	GOBP_NEGATIVE_REGULATION_OF_NODAL_SIGNALING_PATHWAY	Any process that stops, prevents or reduces the frequency, rate or extent of nodal signaling pathway. [GOC:BHF, GOC:TermGenie, GOC:vk]
GO:0010700	M22661	GO	GOBP_NEGATIVE_REGULATION_OF_NOREPINEPHRINE_SECRETION	Any process that decreases the frequency, rate or extent of the regulated release of norepinephrine. [GOC:dph, GOC:tb]
GO:0045746	M11627	GO	GOBP_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	Any process that stops, prevents, or reduces the frequency, rate or extent of the Notch signaling pathway. [GOC:go_curators]
GO:0051784	M15083	GO	GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	Any process that stops, prevents, or reduces the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information. [GOC:ai]
GO:0032074	M23056	GO	GOBP_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY	Any process that stops or reduces the rate of nuclease activity, the hydrolysis of ester linkages within nucleic acids. [GOC:mah]
GO:0046823	M13384	GO	GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances between the cytoplasm and the nucleus. [GOC:bf]
GO:0030812	M48403	GO	GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of nucleotides. [GOC:mah]
GO:0045980	M29197	GO	GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleotides. [GOC:go_curators]
GO:0048715	M10523	GO	GOBP_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of oligodendrocyte differentiation. [GOC:vp, PMID:15139015]
GO:1902116	M11808	GO	GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	Any process that stops, prevents or reduces the frequency, rate or extent of organelle assembly. [GOC:pr, GOC:TermGenie]
GO:0010639	M16234	GO	GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle. [GOC:dph, GOC:tb]
GO:0032891	M15391	GO	GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of organic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mah]
GO:0046621	M12014	GO	GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	Any process that stops, prevents, or reduces the frequency, rate or extent of growth of an organ of an organism. [GOC:bf, GOC:tb]
GO:0030279	M15467	GO	GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION	Any process that stops, prevents, or reduces the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:go_curators]
GO:0045668	M15707	GO	GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation. [GOC:go_curators]
GO:0033689	M23226	GO	GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION	Any process that stops, prevents or reduces the rate or extent of osteoblast proliferation. [GOC:mah]
GO:2001205	M25569	GO	GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	Any process that stops, prevents or reduces the frequency, rate or extent of osteoclast development. [GOC:obol]
GO:0045671	M16815	GO	GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of osteoclast differentiation. [GOC:go_curators]
GO:0051354	M12858	GO	GOBP_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	Any process that stops or reduces the rate of oxidoreductase activity, the catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. [GOC:ai]
GO:1903753	M25194	GO	GOBP_NEGATIVE_REGULATION_OF_P38MAPK_CASCADE	Any process that stops, prevents or reduces the frequency, rate or extent of p38MAPK cascade. [GO_REF:0000058, GOC:TermGenie, PMID:18681888]
GO:0090188	M48508	GO	GOBP_NEGATIVE_REGULATION_OF_PANCREATIC_JUICE_SECRETION	Any process that decreases the rate, frequency or extent of pancreatic juice secretion, the regulated release of pancreatic juice by the exocrine pancreas into the upper part of the intestine. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010466	M16870	GO	GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	Any process that stops or reduces the rate of peptidase activity, the hydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]
GO:0002792	M11194	GO	GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	Any process that stops, prevents, or reduces the frequency, rate, or extent of peptide secretion. [GOC:add]
GO:0050765	M23910	GO	GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS	Any process that stops, prevents, or reduces the frequency, rate or extent of phagocytosis. [GOC:ai]
GO:0010923	M42667	GO	GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	Any process that decreases the rate or frequency of phosphatase activity. Phosphatases catalyze the hydrolysis of phosphoric monoesters, releasing inorganic phosphate. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010519	M22629	GO	GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	Any process that decreases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid. [GOC:BHF, GOC:dph, GOC:tb]
GO:0071072	M48495	GO	GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phospholipids. [GOC:mah]
GO:1903726	M29356	GO	GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	Any process that stops, prevents or reduces the frequency, rate or extent of phospholipid metabolic process. [GO_REF:0000058, GOC:TermGenie, PMID:10657240]
GO:0010563	M13280	GO	GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus. [GOC:dph, GOC:tb]
GO:0042326	M15361	GO	GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule. [GOC:jl]
GO:0046533	M45157	GO	GOBP_NEGATIVE_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	Any process that stops, prevents, or reduces the frequency, rate or extent of photoreceptor cell differentiation. An example of this process is found in Drosophila melanogaster. [GOC:go_curators]
GO:0048550	M23864	GO	GOBP_NEGATIVE_REGULATION_OF_PINOCYTOSIS	Any process that stops, prevents, or reduces the frequency, rate or extent of pinocytosis. Pinocytosis is the process in which cells take in liquid material from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, formed by invagination of the plasma membrane. These vesicles then move into the cell and pass their contents to endosomes. [GOC:go_curators]
GO:0120033	M24908	GO	GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	Any process that stops, prevents or reduces the frequency, rate or extent of plasma membrane bounded cell projection assembly. [GOC:krc]
GO:0010757	M22674	GO	GOBP_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	Any process that decreases the rate, frequency or extent of plasminogen activation. Plasminogen activation is the process in which plasminogen is processed to plasmin. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010544	M10805	GO	GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION	Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. [GOC:BHF, GOC:dph, GOC:tb]
GO:0090331	M46855	GO	GOBP_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION	Any process that decreases the rate, frequency or extent of platelet aggregation. Platelet aggregation is the adhesion of one platelet to one or more other platelets via adhesion molecules. [GOC:BHF]
GO:1901380	M16068	GO	GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transport. [GOC:BHF, GOC:TermGenie]
GO:1901017	M48543	GO	GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transporter activity. [GOC:BHF, GOC:TermGenie]
GO:0043267	M12534	GO	GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:jl]
GO:0002701	M10849	GO	GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	Any process that stops, prevents, or reduces the frequency, rate, or extent of the production of molecular mediator of immune response. [GOC:add]
GO:0043069	M46794	GO	GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes. [GOC:jl]
GO:0062099	M40487	GO	GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH	Any process that decreases the frequency, rate or extent of programmed necrotic cell death. [GOC:aruk, GOC:rph, PMID:27258785]
GO:0031393	M40401	GO	GOBP_NEGATIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of prostaglandin. [GOC:mah]
