"",gene_symbol,GSM2691349,GSM2691350,GSM2691351,GSM2691352,GSM2691353,GSM2691354,GSM2691355,GSM2691356,GSM2691357,GSM2691358,GSM2691359,GSM2691360
ENSG00000256193,LINC00507,6.3247,4.5519,1.0683,3.0975,4.68,0,12.445,4.2394,6.1419,3.2064,6.2143,5.9883
ENSG00000256195,LOC101928940,0,0,2.0311,5.7388,5.1826,0,2.7978,4.4809,9.235,3.3093,3.0037,1.0317
ENSG00000256222,MTRNR2L3,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000256223,ZNF10,74,56,122.9997,64,150,57,115.9997,207.9998,208.0001,337.9996,145.0001,207.9998
ENSG00000256229,ZNF486,144.7639,188.9403,111.2196,157,153.701,152.6228,101.7082,124.3032,88.4313,34.0791,79.5491,96.2888
ENSG00000256235,SMIM3,63.9999,101,101,73.0001,36.9999,25,51.0001,57,35.0001,165.0003,50.0001,66.0001
ENSG00000256257,CACNA1C-IT2,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000256259,LINC02425,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000256269,HMBS,32.5,233.4996,186.0002,235.0479,107.0001,76.5001,127,143.0002,122.0001,158.0004,96.5001,99.5002
ENSG00000256271,CACNA1C-AS2,1,1,2,0,4,2,7,5,3,6,1,4
ENSG00000256287,LINC02398,1,0,1,0,2,1,1,0,5,3,3,4
ENSG00000256294,ZNF225,130.0437,56,77.0082,63,210.6889,185.8599,147.0818,141.0126,145.1282,158.0637,80.9999,85.4884
ENSG00000256315,LOC105369507,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256321,LOC101928441,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256340,ABCC6P1,3.3014,0,0,0,0.2244,0,0,2,30.2446,714.5752,0,0
ENSG00000256342,LINC02359,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256349,BBS1,0.8758,0.965,10.6839,106.311,201.286,7e-04,0,29.6581,207.063,249.0416,1e-04,32.5816
ENSG00000256362,LINC02375,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256374,PPIAL4D,0,0,0,0,0,0,0,0.6365,0,0,0,0
ENSG00000256394,ASIC5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256422,LOC102723895,0,0,1,1,2.4367,2,2,1,2,0,1,3
ENSG00000256436,TAS2R31,2,0,0,0,0.3333,0,0,0,0,0,0,0.6667
ENSG00000256453,DND1,0,4.0668,0,0,0,0,2.2927,1.0393,2.2524,6.7265,0,0
ENSG00000256463,SALL3,4,1.9516,2.8333,1,11.8747,9.9131,4,2.4346,31.1273,9.2646,7,2.732
ENSG00000256508,MRGPRF-AS1,0,1,1,0,0,0,0,0,0,0,1,0
ENSG00000256525,POLG2,111.0001,83.2906,76,78,187.9422,129.2072,212,159.8355,187,288.2713,131.0002,129
ENSG00000256537,SMIM10L1,171.2006,67.6376,182.6026,123.5309,169.9966,237.4111,126.5294,270.2282,378.2971,195.3907,143.6604,294.1041
ENSG00000256546,LOC100506691,7.5,3.5,5,6,14.5086,14,17.5,9,16.509,20.5,3.5,4
ENSG00000256551,LINC02369,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256560,LINC01486,1,0,0,2,1,1,1,0,0,1,3,1
ENSG00000256574,OR13A1,0,0,0,0,0,0,0,0,0,0,0,0.5
ENSG00000256576,LINC02361,2,5,17,7,11,4,7,12,2,8,4,9
ENSG00000256577,LOC101929384,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256591,SDHAF2,145.0361,147.8883,157.1272,163.9741,126.3083,120.0524,142.9829,107.992,149.3113,45.5039,114.486,117.6008
ENSG00000256594,LOC374443,222.0001,80.9999,65.9999,93,122,91,90.9997,99,62.3165,54.0001,76,117.0001
ENSG00000256597,LINC02393,8,3,3,3,4,0,0,0,1,0,2,1
ENSG00000256612,CYP2B7P,2,0,2,1.0007,4.0249,8,19.0375,15,13,7.9547,5.2971,7
ENSG00000256618,MTRNR2L1,0,2.0001,3.0001,0,1,1,1,9.0003,2.0001,7.0002,1,3.0001
ENSG00000256628,ZBTB11-AS1,47.0689,45.9079,31.5115,51.8006,52.5606,56.3359,67.7777,74.3944,80.7184,32.7635,56.8832,71.6187
ENSG00000256642,LINC00273,0,0,2,1,1,6,9,7,5,6,2,3
ENSG00000256643,CRAT8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256646,PSMA2,352.7684,451.0237,564.8255,444.4835,313.1776,262.9744,227.9401,315.5847,342.0205,185.8449,293.1397,248.2206
ENSG00000256659,LINC02368,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256660,CLEC12B,0,0,0,0,22,2,4,5,4,4,0,9
ENSG00000256671,LIMS1,34.9728,103.3088,109.9101,84.8412,3.982,12.9209,8.4527,0,12.3643,5.8714,1.5179,11.6202
ENSG00000256683,ZNF350,243.0003,109.9999,91,109.0001,325.0002,205.0002,160.0001,142,191,153,138.0001,140.0002
ENSG00000256684,LOC105369443,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256690,LOC105369332,2.4192,2,3,1,7.3092,0,5.4493,7.5175,4.3416,27.9226,4,8.6954
ENSG00000256699,TMEM132D-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256713,PGA5,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000256732,LOC100996671,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256746,LOC101928943,1,0,1,0,0,0,0,0,0,0,1,1
ENSG00000256750,LINC02423,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256751,PLBD1-AS1,0,0,6,1,0,1,0,1,0,0,1,1
ENSG00000256762,STH,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256771,ZNF253,154.1381,95.7433,89.7994,110.7761,173.7095,110.036,104.7159,116.9091,102.4462,62.9872,50.2621,83.0905
ENSG00000256797,KLRF2,0,0,0,0,1,1,0,0,1,1,0,0
ENSG00000256802,LOC100130111,1,7,3,2,0,0,1,1,0,1,0,0
ENSG00000256803,LOC102724020,0,0,0,0,1,0,1,1,2,0,0,0
ENSG00000256812,CAPNS2,17.9999,7,4,6,13.9999,6,12.9999,9,9,1,13,12
ENSG00000256861,VPS33A,68.3347,72.7353,73.8305,88.6226,5e-04,2.9926,0,1.8156,0.0876,0,0,8e-04
ENSG00000256870,SLC5A8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256884,LOC105370024,1,0,0,0,1,0,0,0,2,0,2,0
ENSG00000256888,LINC02366,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256892,MTRNR2L7,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000256940,LOC105369340,11.464,117.1329,188.9043,85.9999,39.1099,66.835,23.775,33.4433,116.5509,74.8279,74.9997,73.0284
ENSG00000256966,FBXO10,11.9882,5.2475,3.4463,15.7381,0,2.158,0,0,0,0,3.3038,0
ENSG00000256977,LIMS1,14.9639,122.2947,123.3776,89.0493,31.2713,7.7478,35.85,10.9058,10.144,12.1787,37.7203,6.7437
ENSG00000256980,KHDC1L,1,4,0,0,3,1,1,1,1,4,0,4
ENSG00000257008,GPR142,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257017,HP,0,1.0034,0,1.097,2.1461,0,3.5022,0,48.7205,801.139,1.0761,3.6181
ENSG00000257056,LINC02282,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257057,C11orf97,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000257069,KCNK4-TEX40,0,1.8347,3.6695,0,0,3,2,1,4,2.2753,2,1.8347
ENSG00000257083,LOC102724421,0,0,1,0,0,0,1,1,0,0,0,0
ENSG00000257084,MIR200CHG,43.9999,25.9999,36.9998,26.9999,19.9999,8,48.9997,22,25.9999,29,17,18.9999
ENSG00000257093,KIAA1147,243.0002,176.0001,168.5001,181.5002,143.5003,150.4997,133.5002,120.4997,84.5,70.5,86.5002,105.2579
ENSG00000257103,LSM14A,1017.0393,445.029,321.6023,351.4086,758.7355,794.655,805.4673,1286.27,1696.1522,687.7269,1281.9075,1060.8153
ENSG00000257108,NHLRC4,2,4,3,2,11.9504,5,4,1,5,6,1,2
ENSG00000257114,LOC105369739,0,0,1,0,7,2,1,2,2,2,2,1
ENSG00000257115,OR11H12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257127,CLLU1,1.0039,4,2,3,2,3,3,2.0073,2.0309,1,1,0
ENSG00000257138,TAS2R38,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000257150,PGAM1P5,2,0,3,2,0,4,3,3.0004,3.0062,3,2.0002,2
ENSG00000257164,LOC105369738,0,0,2.0029,0,0,0,4.011,4,4,0,0,1
ENSG00000257167,TMPO-AS1,32.4009,46.2036,19,63.7234,3.0681,8,12,2,7,9,2,11
ENSG00000257176,LOC100506606,8,21,14.3718,8,39.9999,21,20,22,30,31,10,14
ENSG00000257178,MIR10A,2,0,0,0,0,0,2,1,0,0,0,1
ENSG00000257185,LINC02293,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257218,GATC,406.7038,433.7758,475.327,478.5545,428.8905,441.7415,437.7175,610.2382,424.384,372.2765,294.9922,485.5842
ENSG00000257219,LINC02407,0,1,0,0,0,2,1.0081,3,23.1274,2,0,1.0113
ENSG00000257221,MIR4496,1,0,2,0,0,0,3,1,2,3,1,0
ENSG00000257232,DPCR1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257242,LINC01619,6,1,6,1,37,8.0076,25.0121,27,58.3338,20.0391,3,12.014
ENSG00000257259,LINC02388,1,0,0,0,3.0132,1,0,1,2.1024,0,0,1.0155
ENSG00000257264,MIR3179-1,4.3383,3.0642,3.9635,2.1154,6.1113,6.399,2.0392,19.6455,8.8054,7.9616,4.629,1.6595
ENSG00000257267,ZNF271P,249.4094,404.5195,455.1671,341.1521,309.7772,217.9999,197.1521,384.0288,431.9214,322.2784,273.9998,453.9746
ENSG00000257279,LOC100506551,1.0008,1.0005,2.0088,2,1.1824,0,2.0011,4.6347,0,0,3,1.0008
ENSG00000257283,LOC105369911,2,2,0,0,4,3,16,0,2,1,5,1
ENSG00000257285,LOC101926933,9,0,2,3,7,5,8,7,10,7,4,5
ENSG00000257315,ZBED6,551.8762,460.3576,261.2068,520.6805,494.3825,784.6861,318.2644,152.6986,156.3434,34.9375,89.2572,118.4995
ENSG00000257335,MGAM,20.2504,78.523,11.0665,44.5638,2131.8961,3413.9196,201.762,324.2824,491.3574,57.8325,22.438,72.156
ENSG00000257337,LOC283335,20.9002,31.7545,33.6623,38.9958,39.9654,33.0121,48.0913,36.5121,58.1859,40.796,25.2513,29.4976
ENSG00000257341,CRIP1,2.8612,3.6252,7.2086,5.9912,6.1332,2.7381,0,0,6.3578,12.7654,1.8992,6.4559
ENSG00000257365,FNTB,314.9862,502.676,376.2345,518.7014,382.6474,391.5325,438.3973,321.592,458.6356,306.133,373,366.0224
ENSG00000257381,MIR3179-2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257433,LOC105369748,15,4,10,4,21,15,16.2134,11,14,15,11,5
ENSG00000257446,ZNF878,7.9221,16.7184,9,7,2.5711,9.7466,5.73,2.5799,6,9,7,7
ENSG00000257467,LOC102724663,2,0,0,0,1,3,1,0,2,3,1,1
ENSG00000257473,HLA-DQA1,0,0,0,0,0,3,0,3,0,0,0,0
ENSG00000257495,KRT73-AS1,1.0003,1,1.0028,2.0006,0,0,0,2.0081,4.0068,3.0013,4,1
ENSG00000257501,LOC643711,1,0,1.4317,1,3,3,4.0035,1,2.0019,1,0,1
ENSG00000257504,LINC02297,0,0,1,0,0,0,0,0,0.5,0,0,0
ENSG00000257510,LINC02402,0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000257520,SFTA3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257541,LINC02403,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257542,OR7E47P,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000257545,LOC100287944,0,3,1,1,1.2181,0,1,0,2,1,2,0
ENSG00000257550,LOC100652999,0,0,1,0,0,0,2.04,0,1.0082,0,0,0
ENSG00000257551,HLX-AS1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000257582,LINC01475,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257585,LINC00609,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000257588,LOC101927318,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000257591,ZNF625,26.3715,18.2957,19.3873,31.7937,30.9278,28.6915,28.016,25.6778,30.6922,33.239,27.1911,18.8719
ENSG00000257594,GALNT4,121.8624,174.9751,122.9997,191.6857,169.7941,137.9477,49.9368,107.8861,119.2561,48.5808,89.0139,171.2294
ENSG00000257595,LINC02356,6,0,2,2,8,14,10,8,8,18,7,4
ENSG00000257599,OVCH1-AS1,9,10,4,0,4,3.0035,11,4,1,1,3,1
ENSG00000257612,MIR4307HG,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257621,PSMA3-AS1,398.8757,376.4657,436.109,376.3838,505.4909,261.5223,385.6594,551.0345,769.8088,968.8334,528.0201,674.092
ENSG00000257642,KCCAT198,3,3,5,0,5,3,5,6,5.5034,8,3,3
ENSG00000257660,LOC100506125,0,0,1,0,0,1,1,0,0,5,0,1
ENSG00000257671,KRT7-AS,54.0001,226.9994,398.0724,154.0399,183.0223,471.1721,297.023,167.5921,148.173,103.0728,444.293,258.0212
ENSG00000257702,LBX2-AS1,79.2302,27.6695,42.2837,21,113.0212,51.8737,74.8955,74.2421,149.5148,226.0001,68.7347,76.7275
ENSG00000257704,INAFM1,118.0003,46.0002,79.0001,59.0001,156,150.0008,296.001,238.0001,190.001,243.0005,188.0008,184.0004
ENSG00000257711,LOC100505978,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000257725,LINC02399,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257727,CNPY2,1188.6955,1104.6781,1318.3978,1073.9692,1582.9079,829.8263,1603.1612,1635.2908,1928.599,1499.3683,1179.9752,1116.5698
ENSG00000257741,LINC01490,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257743,MGAM2,10.5,0,0,0,3,4,0,1,0.5,0.5,0,1.5
ENSG00000257747,LINC02426,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257748,LINC02281,0,0,1,0,3,1,1.0544,0,1,2,0,2
ENSG00000257762,LINC02401,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257770,GPX5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257771,LINC02395,1.3236,0,0,1,0,0,0,1,1.0084,1.0036,0,1.0037
ENSG00000257780,GLYCAM1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257784,LINC02400,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257815,LINC01481,22.9999,14.9999,29.9999,21,28,21.2205,47.4877,52.252,39.2187,39.1703,38.9999,35.2266
ENSG00000257838,LOC653786,0,0,1.6074,0,0.6526,0,1,1.0543,1.3497,4.8174,1,2
ENSG00000257845,LINC02294,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257859,CASC18,1,0,4,0,8,9,27,13,7,10,6,10
ENSG00000257860,LOC101929058,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257893,LINC02404,1,0,0,0,1,0,0,1,1,0,0,0
ENSG00000257913,LOC105369758,5,3,8.0184,4.0863,5.0081,5.0336,2.0064,2,8.1106,32.2368,4.74,7.0178
ENSG00000257923,CUX1,4315.0005,3421.9983,4123.9925,3631.0765,5002.994,4976.9977,5086.1014,4617.0066,4365.9996,1848.5091,4652.0975,4560.0959
ENSG00000257949,TEN1,599.9433,358.1557,472.4387,426.8326,437.8026,392.0125,591.0402,419.5428,550.9692,262.362,679.3882,522.7068
ENSG00000257950,P2RX5-TAX1BP3,11.6077,27.0623,20.7173,15.2908,12.5064,10.9603,20.9504,20.3389,24.9956,17.5887,19.592,27.0226
ENSG00000257987,LINC00935,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000258039,LOC101928937,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258056,LOC105369779,60,41.0001,54,45.0001,112.0002,75.0001,140.0002,150.0002,125.0002,51,71.0001,81.0002
ENSG00000258057,BCDIN3D-AS1,6.1028,9.5923,8.613,9.3417,35.6764,8.7843,24.6429,23.4506,18.8828,14.0813,11.2793,11.263
ENSG00000258083,OR9A4,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000258102,MAP1LC3B2,11.4476,8.806,2.4983,6.9247,4.3478,4.7932,0,1.8522,3.0111,1.6886,1.9033,1.7059
ENSG00000258123,LOC101928137,12.8351,4.4012,9.9273,4.2386,15.6536,7.2439,11.2841,10.0696,8.1201,7.018,12.2614,4.0385
ENSG00000258130,LOC613038,2,15.0976,7.6712,11.5421,3.8276,4.6596,13.2382,4.7711,3.5,14.5,4.615,6
ENSG00000258135,LINC02396,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000258136,LOC101929162,1,3,5,5,9,9,4,5,6,6,6,6
ENSG00000258137,LOC102724050,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000258150,LOC388242,1,13.1267,6.5559,4.1967,0.5,0.5,1.385,0.5,1.5,4.5,1.385,0
ENSG00000258167,LOC105369736,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258169,LINC00485,0,0,0,1.017,0,0,2.0348,0,1.0103,3.1844,0,1.0228
ENSG00000258171,LINC02412,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258220,LINC02424,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258223,PRSS58,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258227,CLEC5A,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000258231,LOC100506869,2.0318,0,0,1.0539,1.1045,1.2428,1.1127,2.0312,0,1.1118,0,1.0704
ENSG00000258240,LOC105369980,1.018,1.022,0,1.0849,0,1.3888,0,0,1.0256,1.0437,0,0
ENSG00000258274,LOC101928731,0,1.8325,0,0,0,0,0,0,0,1,0,0
ENSG00000258279,LINC00592,2,2,1,0,2,2,0,1,0,1,0,5
ENSG00000258289,CHURC1,932.5611,734.5464,821.932,724.2361,986.4097,772.0305,668.8714,1401.8236,777.4073,335.63,859.0332,1289.8921
ENSG00000258292,LINC02410,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258301,VASH1-AS1,58.0281,38.5719,100.5706,51.4051,71.6694,34.6627,110.5291,139.2627,143.6622,241.7679,102.6007,88.2211
ENSG00000258315,C17orf49,741.9599,345.4315,433.6785,371.9988,630.6612,748.3524,585.1057,560.5102,660.0346,420.4344,574.6966,695.7197
ENSG00000258325,ITFG2-AS1,3.1985,5,1,2.2711,4.1507,3,5,2.0521,5.2029,6.578,7,6
ENSG00000258334,LOC101927267,0,2,2,1,0,0,1,0,0,1,0,0
ENSG00000258343,LOC105369921,0,0,0,4,1,0,0,0,0,0,0,1
ENSG00000258366,RTEL1,123.0765,396.9277,326.1191,355.9015,261.0158,308.2306,201.7709,132.1746,341.4061,579.2511,231.6169,167.608
ENSG00000258388,PPT2-EGFL8,0.0012,20.3765,32.3392,24.6111,0,31.1634,66.5486,57.3351,0,1.3499,6.555,3.0543
ENSG00000258390,LINC02318,1,1,1,0,0,1,0,2,0,1,1,0
ENSG00000258399,MEG8,0,17.7903,13.1043,15.2537,5.5895,10.5874,22.8273,20.906,14.6203,11.3903,16.0076,10.0799
ENSG00000258405,ZNF578,28.349,33.1104,28.0856,18.0054,41.5104,38.5921,30,24.05,20.4335,9.0499,17.4369,27
ENSG00000258419,LOC105370586,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258429,PDF,2.2184,62.2166,55.0391,75.0769,49.6115,57.3762,77.109,87.9069,40.7103,143.7896,60.9946,73.7347
ENSG00000258436,RNASE12,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000258441,LINC00641,163.6317,232,220.8582,216.0003,197.9999,173.0003,403.0001,340.8883,364,125.4919,291.9998,277.9998
ENSG00000258453,OR11H2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258457,LOC107984660,4,6,5,3,1,3,4,4,6,7,2,3
ENSG00000258471,LOC101929718,5,4,1,3.1094,17.2026,4.0052,15.4555,18.3866,4,7.2106,9.5737,11.5284
ENSG00000258479,LINC00640,0,0,0,0,0,2,1,1,0,0,0,0
ENSG00000258484,SPESP1,29.9091,62.9462,35.5991,41.9092,41,33.8014,27,53.9752,32.9604,20,22.8806,61.9931
ENSG00000258498,MIR1247,484,68.9999,415.9999,176.9999,181,171.9999,85,109.0001,346.9999,309.9999,593.0003,502.0002
ENSG00000258499,LINC02287,0,0,0,0,0,0,0,0.5,0,0,0,0
ENSG00000258512,LINC00239,0,4,3,6,3,2,1,1,10,35,2,2
ENSG00000258525,LOC100506071,2,0,0,0,1,2,1,0,4,7.2024,0,1
ENSG00000258537,FRMD6-AS2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000258545,RHOXF1-AS1,3,6,2.1855,3.3669,8.1803,4,15.3154,8,7.1168,10.5241,4.5827,5
ENSG00000258548,LINC00645,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258551,CRAT37,2,3,1.0005,2,1,1,4.0006,1,4.0173,1,3.0204,1
ENSG00000258555,SPECC1L-ADORA2A,0,7.8285,0,0,0,57.628,7.3173,0,0,4.4101,12.3105,5.206
ENSG00000258573,LOC254028,5,1,4,0,0,0,1,0,0,3,0,0
ENSG00000258583,LINC01500,0,0,1,1,0,1,0,0,0,0,0,0
ENSG00000258584,FAM181A-AS1,0,0,0,0,0,0,0,0,0,0.2909,0,0
ENSG00000258586,LINC02274,0,3,5,0,1,0,0,3,1,2,0,1
ENSG00000258588,TRIM6-TRIM34,0,0,0,35.1682,18.4729,29.9809,28.4918,0,0,0,0,0
ENSG00000258597,SERPINA2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258602,LINC01629,0,25.9999,29.9999,36.9999,33.9999,4,3,0,1,1,22,3
ENSG00000258609,LINC-ROR,1.0027,3.0047,3.004,1.0009,1.3062,0,0,0,0,0,2.0176,0
ENSG00000258630,LINC02292,0,0,0,0,1,1,0,0,1,0,0,1
ENSG00000258643,BCL2L2-PABPN1,214.042,234.3521,236.8224,179.5171,231.9213,204.8976,215.4185,163.8841,101.9004,27.1331,130.3773,87.9877
ENSG00000258644,SYNJ2BP-COX16,58.0735,107.733,88.4768,87.4825,76.2005,83.6013,35.9958,47.6527,68.2219,40.7692,50.7859,59.353
ENSG00000258647,LINC00930,0,0,0,0,3,0,5,1,18,8,0,0
ENSG00000258651,SEC23A-AS1,1,0,0,1,2,0,0,0,1,5.1133,1,0
ENSG00000258659,TRIM34,283.3039,217.0001,202.7647,185.5435,326.2535,390.7177,102.2209,158.1703,117.9999,65.0001,113.0002,117.0002
ENSG00000258667,LOC105370526,3,2,4,4,9,3,2,2,12,3,2,3
ENSG00000258673,LINC01397,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258675,LINC02308,1,1,0,0,0,0,0,0,1,1,0,0
ENSG00000258689,LINC01269,1.0116,1,0,0,1.2071,0,0,0,0,1,0,0
ENSG00000258700,LINC00871,4,1,2,3,2,2,2,1,0,1,2,2
ENSG00000258701,LINC00638,33,17,13,13,51.0001,37.0001,51.9999,35.8501,27,24,19,44.0001
ENSG00000258708,SLC25A21-AS1,32,15.2202,7.8746,5,47.0001,24.0001,35.0001,40.0001,21,17,17.9128,39.0001
ENSG00000258710,LINC01193,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258713,C20orf141,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258716,LOC105370622,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258725,PRC1-AS1,4,0,4,1,0,0,0,2,3.1654,6.0666,2.0211,0
ENSG00000258727,LOC102724814,61.7933,39.7105,104.8934,52.292,296.6932,112.5402,388.4882,347.1671,298.7873,240.9427,244.7829,290.8542
ENSG00000258730,ITPK1-AS1,0.5,1.5,0.5006,1.5023,1.0001,0.5,0.5,0,0.5,0,0,0.5
ENSG00000258731,LOC101927620,0,0,0,1,1,0,0,0,0,0,1,0
ENSG00000258735,LINC00637,0,2,0,1,2.0037,0,0,0,2,1.006,0,1
ENSG00000258747,LOC105370473,0,1,1,3,1,0,3,3,1,1,2,2
ENSG00000258754,LOC105369203,6.6477,6.0389,9,15,12,11,9,11,4.3338,15,8,12
ENSG00000258765,LOC105370973,4.1182,1.8455,0,4.3808,3.1886,3.8116,2.1631,1.0752,4.7467,3.1428,5.1305,4.6279
ENSG00000258766,DIO2-AS1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000258777,HIF1A-AS1,21.0498,18.0532,31.9999,23.9999,22.0269,21,3,6,30.0517,11,19,17
ENSG00000258779,LINC01568,2,2,0,0,1,0,0,2,1,0,0,3.3142
ENSG00000258785,LINC01580,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258790,KIAA0391,25.8942,17.4546,62.4408,0,61.5915,36.652,60.6205,62.6924,109.4795,185.8224,88.4037,75.5847
ENSG00000258792,LOC105370616,0,0,1,0,2,0,1.3447,0,1,1,0,0
ENSG00000258803,LOC101927690,0,0,1,0,5,2,1,5,2,5,1,3
ENSG00000258804,LINC01148,0,2,0,2,0,0,2,0,0,0,0,1
ENSG00000258806,OR11H7,1,0,1,0,1,0,2,1,3,8,1,1
ENSG00000258814,LINC02329,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258817,OR4C13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258818,RNASE4,348.8766,57.028,121.3901,58.8012,132.1305,156.9406,99.797,191.349,264.4332,269.3301,198.1081,265.3125
ENSG00000258819,LINC02289,0,0,1,1,1,0,2,0,8,23.1269,3,2
ENSG00000258826,LOC101928791,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258839,MC1R,244.6469,116.3279,124.2341,167.3532,542.7535,402.4031,423.4729,404.6828,628.722,498.0176,213.576,333.247
ENSG00000258843,LOC105370489,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258861,MIR381HG,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258867,LINC01146,0,0,0,0,0,0,0,0,5,228.6303,0,0
ENSG00000258873,DUXA,0,0,0,0,1,0,2,1,3,0,0,0
ENSG00000258876,TGFB3-AS1,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000258884,LINC02321,0,0,1,0,1,0,0,1,0,0,0,0
ENSG00000258890,CEP95,572.1903,257.9999,330.7827,243.9998,506.7996,238.9999,512.2048,573.0001,604.6855,1201.9987,425.9998,511.9997
ENSG00000258910,LINC01956,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258920,FOXN3-AS1,18.9999,16.9999,26,23,31,28,56.9999,59.9999,54.9999,24.9999,60.9999,70.9999
ENSG00000258928,LOC102723604,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258940,LOC100288846,7,5,8,6,29,20.2123,9.06,12,20.0001,10,5,11
ENSG00000258947,TUBB3,177.1649,2258.356,2478.0737,1050.0548,374.5789,428.0744,168.7512,152.0655,763.2439,1043.7751,630.5841,589.1908
ENSG00000258949,LOC101927418,1,2,2,0,7,3,3,4,4,2,1,0
ENSG00000258977,LINC01467,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000258979,LINC02299,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258984,UBE2F-SCLY,30.9191,10.9105,2.6631,0,35.3887,33.6595,11.6446,60.219,71.3597,1.9383,15.9353,19.7239
ENSG00000258986,TMEM179,0,0.5,0,2.1308,0,0,0.5,0,0,0,0,0
